#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opening	201303	2855	283	281	397	2855	10751	297	279	474	10751	483	58	57	78	483	1093	88	88	160	1093
job opportunity	201303	3999	291	276	570	3999	4300	264	253	492	4300	660	59	57	117	660	1054	73	64	185	1054
job posting	201303	2105	113	104	242	2105	4112	195	175	449	4112	237	29	25	50	237	452	19	17	49	452
we are hiring	201303	6847	514	492	781	6847	12012	611	575	872	12012	1266	124	116	155	1266	1673	118	116	175	1673
all	201304	33363	5234	4089	3822	33363	32609	4801	3909	4062	32609	9717	1489	1142	924	9717	7981	1672	1260	1025	7981
all old	201304	14908	1301	1206	1836	14908	15686	1178	1129	1965	15686	3212	359	337	445	3212	3812	410	377	489	3812
hashtags	201304	20465	4262	3172	2312	20465	18870	3867	3012	2427	18870	7109	1230	896	600	7109	4746	1375	975	602	4746
job opening	201304	3745	325	314	469	3745	2855	283	281	397	2855	762	71	70	70	762	1253	112	107	152	1253
job opportunity	201304	2880	262	248	466	2880	3999	291	276	570	3999	862	77	73	153	862	696	76	73	96	696
job posting	201304	1309	132	122	221	1309	2105	113	104	242	2105	343	41	37	62	343	457	37	35	75	457
we are hiring	201304	6995	608	554	684	6995	6847	514	492	781	6847	1254	174	162	160	1254	1406	193	171	166	1406
all	201305	60526	16117	5320	4455	60526	33940	5454	4228	3919	33940	15491	4799	1416	1154	15491	18980	5211	1385	1248	18980
all old	201305	21422	1650	1495	1856	21422	15250	1344	1245	1891	15250	4056	426	388	502	4056	7106	445	408	474	7106
hashtags	201305	42465	14994	4270	3025	42465	20979	4467	3296	2397	20979	12148	4500	1136	758	12148	12679	4893	1089	880	12679
job opening	201305	3829	379	339	431	3829	3839	331	318	478	3839	832	89	88	126	832	510	78	77	64	510
job opportunity	201305	7407	317	302	380	7407	2918	265	251	473	2918	734	81	79	101	734	3629	99	93	128	3629
job posting	201305	2404	199	175	280	2404	1366	143	132	231	1366	633	42	37	52	633	459	44	36	57	459
we are hiring	201305	7965	781	707	785	7965	7268	635	578	728	7268	1870	221	192	223	1870	2508	228	206	225	2508
all	201306	61745	19489	4916	4896	61745	60526	16117	5320	4455	60526	15966	4978	1171	1181	15966	16187	5102	1298	1450	16187
all old	201306	17108	1515	1421	2006	17108	21422	1650	1495	1856	21422	4298	358	338	448	4298	4768	442	412	617	4768
hashtags	201306	46364	18309	3796	3107	46364	42465	14994	4270	3025	42465	12107	4707	910	785	12107	11949	4764	979	892	11949
job opening	201306	6031	411	397	683	6031	3829	379	339	431	3829	1770	104	101	160	1770	1995	123	121	239	1995
